id,sentence1,sentence2,label,AI_Prediction,Confidence_Score(%),Result_Text
7301,although it was reduced as political magazine its focus on politics started in june 1987 ,although it was reduced as a political magazine its focus started on politics in june 1987 ,1,0,68.34199486702063,Khác nhau
7302,the album received positive to mixed reviews from most critics ,the album received mixed positive reviews from most critics ,1,1,63.30914830040747,Đạo văn/Trùng lặp
7303,the schism was not repaired until the late 7th century for milan and in the late 6th century for aquileia ,the schism was not repaired until the late 6th century for milan and for aquileia in the late 7th century ,0,0,56.33455293709567,Khác nhau
7304,north tayside and north perthshire replaced part of the perth constituency and part of the constituency of perth ,perth and north perthshire replaced part of the constituency of north tayside and part of the constituency of perth ,0,0,65.9367201012859,Khác nhau
7305,in march 2008 day opened for rufus wainwright in the opera house napa valley ,in march 2008 rufus wainwright opened for day at the napa valley opera house ,0,0,80.3769470862589,Khác nhau
7306,in the clcn1 the thomsen disease with dominant mutations and the becker disease is associated with recessive mutations ,thomsen disease is associated with dominant mutations and becker disease with recessive mutations in clcn1 ,1,1,59.64365032263724,Đạo văn/Trùng lặp
7307,the roman writer suetonius recorded an anecdote of the heroic centurios cassius scaeva who fought at the battle of dyrrachium under caesar ,the heroic writer suetonius recorded an anecdote of the roman centurion cassius scaeva who fought under caesar in the battle of dyrrachium ,0,1,55.31568709220357,Đạo văn/Trùng lặp
7308,the exhibition was opened by séamus hegarty bishop of derry a former student and a former patron of the school ,the exhibition was opened by séamus hegarty bishop of derry a former student and a past patron of the school ,1,1,82.98183888397736,Đạo văn/Trùng lặp
7309,warwick brown born december 24 1949 in australia is a former sydney racing driver ,warwick brown born december 24 1949 in sydney is a former racing driver from australia ,0,0,50.18516216194345,Khác nhau
7310,the us 222 and the pa 724 meet in wyomissing and both meet in spring township and sinking spring on us 422 ,us 222 and pa 724 meet in wyomissing and both meet us 422 in spring township and sinking spring respectively ,1,1,56.93210499383945,Đạo văn/Trùng lặp
7311,during this period there were several competing organizations on the irish side of radical republican politics ,during this period there have been several competing organisations on the radical republican side of irish politics ,0,0,83.64364381354348,Khác nhau
7312,there are the following possibilities for multiple symmetries with discrete symmetry axes through the same point ,for multiple symmetry with discrete symmetry axes through the same point there are the following possibilities ,1,0,96.67958950636088,Khác nhau
7313,1 bfts trained students from the royal australian navy and the fleet air arm of the australian army ,1 bfts trained students from the australian army and the air arm fleet of the royal australian navy ,0,1,71.19501353683222,Đạo văn/Trùng lặp
7314,the river amaradia is a tributary of the river grui in romania ,the amaradia river is a tributary of the grui river in romania ,1,1,57.94673219292854,Đạo văn/Trùng lặp
7315,rocko wears a blue shirt with purple triangles and orange shoes ,rocko wears a blue shirt with purple triangles and orange footwear ,1,1,79.65308232713959,Đạo văn/Trùng lặp
7316,john gordon s son was the soldier and mp colonel charles gordon c1776 1858 ,the son of john gordon was the soldier and mp colonel charles gordon c1776 1858 ,1,0,67.0997012403117,Khác nhau
7317,captain vildivia was served with four of his companions and their flesh was sacrificed at a feast ,captain vildivia was sacrificed together with four of his companions and their flesh was served at a festival ,0,1,53.28989652938589,Đạo văn/Trùng lặp
7318,adam adam ludwik czartoryski was married to prince maria who married in warsaw on 31 august 1901 ,mary was married to prince adam ludwik czartoryski who married in warsaw on august 31 1901 ,0,0,93.19273065319062,Khác nhau
7319,companies based in the larger rivium include rockwell automation royal dutch shell nederland sodexho nederland pfizer van oord and many more ,companies based in the larger rivium include rockwell automation royal dutch shell sodexho nederland pfizer van oord and many more ,1,0,56.052110716747826,Khác nhau
7320,the villa pesquera facilities are operated by the municipality of ponce but owned by the fishermen themselves ,the facilities of villa pesquera are operated by the municipality of ponce but are owned by the fishermen ,1,1,67.11951445042803,Đạo văn/Trùng lặp
7321,independencia is a central department of argentina in chaco province ,independencia is a central department of the chaco province in argentina ,0,1,54.214781871728825,Đạo văn/Trùng lặp
7322,blue ash was the site of cincinnati blue ash airport from 1921 to 2012 ,from 1921 to 2012 cincinnati blue ash airport was the blue blue ash site ,1,1,72.73004458951668,Đạo văn/Trùng lặp
7323,the book collects fourteen short stories nineteen essays and two plays by the author including two of his jorkens stories with an introductory foreword by schweitzer ,the book collects fourteen jorkens stories nineteen essays and two plays by the author including two of his short stories with an introductory preface by schweitzer ,0,0,66.377632238113,Khác nhau
7324,these monuments preexisting variants of regional dravida south indian temples defined the karnata dravida tradition ,these monuments previously existing variants of regional dravida south indian temples defined the tradition karnata dravida ,1,1,68.10264637072514,Đạo văn/Trùng lặp
7325,lolly cakes can be difficult to find in new zealand even in areas where many australia migrants live ,in new zealand it can be difficult to find lolly cakes even in areas where many australian migrants live ,1,0,77.0448450732992,Khác nhau
7326,they are typically made of small units each with two large heavy chains and two basic structural light chains ,they typically consist of small units each with two large heavy chains and two basic structural light chains ,1,0,63.33105068793958,Khác nhau
7327,charles gordon s son was the soldier and deputy colonel john gordon c1776 1858 ,the son of john gordon was the soldier and mp colonel charles gordon c1776 1858 ,0,0,67.34086250371408,Khác nhau
7328,the annual rainfall variation in the district is low from place to place ,the minor rainfall variation in the district is annual from place to place ,0,0,95.9936832626589,Khác nhau
7329,the family moved to halifax first later it moved with his father to virginia in may 1750 ,the family first moved to halifax later moving to virginia with his father in may 1750 ,1,0,75.80891971710251,Khác nhau
7330,lambert park is located on pottstown pike near the crossing with greenhill road ,lambert park is located on greenhill road near the intersection with pottstown pike ,0,0,73.68276550809328,Khác nhau
7331,captain vildivia was sacrificed with four of his companions and their meat was served at a feast ,captain vildivia was sacrificed with four of his companions and their flesh was served at a feast ,1,1,55.3487429486353,Đạo văn/Trùng lặp
7332,e p thompson in 1981 blames the cold warrior mentality on too much early reading of the lord of the rings ,in 1981 the e p thompson accused the cold warrior mentality too much early reading of the lord of the rings ,1,1,52.53302875110191,Đạo văn/Trùng lặp
7333,three of gilbert s sons gilbert rosel reuben and joseph helped construct the transcontinental railway through the weber canyon ,three of gilbert rosel s sons gilbert reuben and joseph helped construct the transcontinental railroad through the weber canyon ,0,0,55.36152626584643,Khác nhau
7334,independencia is a central department of argentina in the province of chaco ,independencia is a central department of the province of chaco in argentina ,0,1,53.20885089522014,Đạo văn/Trùng lặp
7335,between 1885 and 1978 the following vessels were used as ferries from gozo to malta ,the following ships were used as ferries from gozo to malta between 1885 and 1978 ,1,1,57.495225904332656,Đạo văn/Trùng lặp
7336,this means that the homotopy equivalence between m w and n is homotopic to a cisomorphism ,this means that the homotopic equivalence between m w and n is homotopically a cisomorphism ,1,1,61.983240351856274,Đạo văn/Trùng lặp
7337,the general difference between cech cohomology and sheaf cohomology is a motivation for the use of hypercoverings these are more possible objects than the cech nerve ,the general difference between cech cohomology and yarrow cohomology is a motivation for the use of hypercovering these are more possible objects than the cech nerve ,0,0,87.07054689590879,Khác nhau
7338,the shrub is usually between high and has leaves bipinnate ,the shrub is usually between bipinnate and has high leaves ,0,0,74.88379403655388,Khác nhau
7339,to promote the album thicke toured with indiaarie and then opened for john legend in late 2006 ,to promote the album thicke toured with indiaarie and then opened john legend in late 2006 ,1,1,83.37260328937687,Đạo văn/Trùng lặp
7340,the accademia nazionale dei lincei in italy gave him the cataldo e angiola agostinelli award in 2001 an annual prize in pure and applied mathematics and mathematical physics ,the accademia nazionale dei lincei in italy gave him their 2001 cataldo e angiola agostinelli prize an annual prize in pure and applied mathematics and mathematical physics ,1,1,59.0908294247407,Đạo văn/Trùng lặp
7341,stefan would animate the skumps sequence between kings hubert and john lounsbery ,john lounsbery would animate the scumps sequence between kings hubert and stefan ,0,0,71.85979714640915,Khác nhau
7342,after polish victory the division pushed the red army out of northern mazovia ,after the polish victory the red army pushed the division out of northern mazovia ,0,0,67.5551462353366,Khác nhau
7343,in addition to the waters of the willow creek water from lake granby is pumped under the dam to colorado ,in addition to the waters of the willow creek water from lake granby just below the dam is pumped up to colorado ,1,1,82.04264729798389,Đạo văn/Trùng lặp
7344,the route is now pennsylvania route 287 from tioga to us route 15 northeast of larrys creek and pennsylvania route 328 from us 15 to pa 549 ,the route is now pennsylvania route 287 from larrys creek to us route 15 northeast of tioga and pennsylvania route 328 from us 15 to pa 549 ,0,1,59.23583001468209,Đạo văn/Trùng lặp
7345,amen is the third single on halestorm s second studio album into the wild life ,amen is the second single of halestorm s third studio album into the wild life ,0,1,51.8643120203418,Đạo văn/Trùng lặp
7346,however he criticised the conservative campaign some of the misrepresentations by the other candidate had not been cricket ,however he criticized the other campaign some of the misrepresentations by the conservative candidate had not been cricket ,0,0,74.91794745225214,Khác nhau
7347,the tiny island is meters long from northwest to southeast and up to meters wide and about in area ,the tiny island is from northwest to southeast meters wide and up to meters long and about in the surface ,0,1,59.58392988847254,Đạo văn/Trùng lặp
7348,katiti kironde s daughter kironde was the first africanamerican covergirl of a women s magazine ,kironde s daughter katiti kironde was the first africanamerican covergirl in a women s magazine ,0,0,59.56799846024548,Khác nhau
7349,the grand prix was won by wild card nicki pedersen emil sayfutdinov and jason crump whom michael jepsen jensen defeated in the final ,the grand prix was won by wild card michael jepsen jensen who beat nicki pedersen emil sayfutdinov and jason crump in the final ,0,0,53.690409642461766,Khác nhau
7350,hans bock october 5 1928 january 21 2008 was a german chemist born in hamburg and died in königstein taunus ,hans bock october 5 1928 january 21 2008 was a german chemist born in königstein taunus and died in hamburg ,0,0,54.52965244403507,Khác nhau
7351,5thgeneral robin vincent searby born 20 july 1947 is a former british army officer who commanded major division ,robin vincent searby born july 20 1947 is a former officer of the british army who commanded major division ,1,1,76.62156067564715,Đạo văn/Trùng lặp
7352,owned by the kenston local school district the station serves greater cleveland and eastern parts of geauga county ,the station is owned by the kenston local school district which serves geauga county and eastern parts of cleveland ,0,0,72.47557117483304,Khác nhau
7353,turnhouse is home to lennie park at the turnhouse golf club ,turnhouse is the home of lennie park at turnhouse golf club ,1,1,52.67966647709452,Đạo văn/Trùng lặp
7354,marske has built a prototype pioneer iii an allcomposite variant of basic design ,marske has built a prototype pioneer iii an allbasic variant of the composite design ,0,0,68.81415509997923,Khác nhau
7355,the grui river is a tributary of the amaradia river in romania ,the river amaradia is a tributary of the river grui in romania ,0,1,64.06746819309632,Đạo văn/Trùng lặp
7356,the river hodo is a tributary of the river egher in romania ,the egher river is a tributary of the hodoș river in romania ,0,0,69.27010156835752,Khác nhau
7357,the volumes were published every three to four months from 25 december 2006 until the fifth was released on 18 march 2008 ,starting on december 25 2006 volumes were published every three to four months until the fifth was released on march 18 2008 ,1,0,78.76531756540703,Khác nhau
7358,she has produced together with her husband rajasri under the banners of sri rajarajeswari films kadaru nagabhushanam images and sri varalakshmi films about 25 30 films ,she has produced about 25 30 films along with her husband kadaru nagabhushanam under the banners of sri rajarajeswari films rajasri pictures and sri varalakshmi films ,0,0,89.7858904747357,Khác nhau
7359,she left winniza in 1926 and moved to st petersburg with her parents and brothers where she met ivan samylovskii two years later ,in 1926 she left st petersburg and moved to winniza with her parents and brothers where she met ivan samylovskii two years later ,0,0,70.77202339010483,Khác nhau
7360,valid if here is the zeta function hurwitz zeta function and beta is a positive real number ,positive real when here the zeta function is hurwitz zeta function and beta is a valid number ,0,0,53.67734777160918,Khác nhau
7361,it was available on november 25 2013 in beijing and on november 29 2013 in shanghai for orders ,it was available for ordering on november 25 2013 in beijing and november 29 2013 in shanghai ,1,0,83.93540203801435,Khác nhau
7362,in 2005 the release retro gamer the elite team in volume 2issue 1 credited as richard benton matthew hyden and steve wilcox ,in 2005 the publication retro gamer credited the elite team in volume 2issue 1 as richard benton matthew hyden and steve wilcox ,1,0,52.0362723246915,Khác nhau
7363,in 1908 two leap year postcard sets designed by hutaf were released by paul c koeber and illustrated postcard co ,in 1908 two leap year postcard sets by paul c koeber and illustrated postcard co published by hutaf were designed ,0,1,64.00430508353696,Đạo văn/Trùng lặp
7364,belhanhumei is a city in the central somalia region of hiran ,belhanhumei is a town in the central somalia region of hiran ,1,0,51.378926698709215,Khác nhau
7365,charlotte s indoor lacrosse team the charlotte copperheads plays the other version of the game box lacrosse in the professional lacrosse league ,the charlotte copperheads the indoor lacrosse team of charlotte plays the other version of the game the box lacrosse in the professional lacrosse league ,1,1,51.915456074832875,Đạo văn/Trùng lặp
7366,in 1346 the border war broke out between magdeburg and the archbishop of wolfenbüttel ,in 1346 the border war broke out between wolfenbüttel and the archbishop of magdeburg ,0,0,52.1678094544902,Khác nhau
7367,john also realizes that blanche had a relationship with duval ,blanche also realizes john had a relationship with duval ,0,1,56.70101246532524,Đạo văn/Trùng lặp
7368,the meads of asphodel is a medieval metal band with pronounced british black eastern punk and progressive metal influences from hertfordshire in the united kingdom ,the meads of asphodel are a british black metal band with pronounced influences from the middle ages eastern punk and progressive metal from hertfordshire in the united kingdom ,0,0,70.79443989700462,Khác nhau
7369,the amaradia river is a tributary of the river grui in romania ,the grui river is a tributary of the amaradia river in romania ,0,0,56.30850143852791,Khác nhau
7370,before 2017 the municipality was located in the district of disentis des districts surselva after 2017 it was part of the region surselva ,before 2017 the municipality was located in the surselva subdistrict of the disentis district after 2017 it was part of the surselva region ,0,0,89.39014609432019,Khác nhau
7371,instead god concludes if man is to find contentment in feuerbach he claims he must find himself in god ,instead feuerbach concludes if man is to find satisfaction in god he claims must find himself in god ,0,1,65.54182904638827,Đạo văn/Trùng lặp
7372,from bahawalnagar to karachi and vice versa delhi used to run trains ,trains used to run from bahawalnagar to karachi and vice versa via delhi ,1,0,92.25719537608308,Khác nhau
7373,in 1909 he died in montreal and was buried in calgary ,he died in montreal in 1909 and was buried in calgary ,1,0,65.63372754039372,Khác nhau
7374,subervie was appointed colonel on 27 december 1805 and promoted to command the 10th chasseurs à cheval regiment ,on december 27 1805 he was appointed colonel and promoted to command of the 10th chasseurs à cheval regiment ,1,1,61.87150457314195,Đạo văn/Trùng lặp
7375,the 1992 nfl season was the 73rd national football league regular season ,the national football league season 1992 was the 73rd regular nfl season ,1,1,75.53560806006232,Đạo văn/Trùng lặp
7376,by car it is south of paris east of the english channel south of brussels and north of amsterdam ,it is south of paris to the east of the english channel south of brussels and north of amsterdam by car ,1,0,61.61703574869486,Khác nhau
7377,the defendant then broke into the house and tried unsuccessfully to open the safe and then to remove them ,the accused then broke into the house and tried unsuccessfully to remove the safe and open it ,0,0,58.476256337906605,Khác nhau
7378,it was first recorded by lorraine copeland in 1954 followed by a kuschke and j ,it was first taken by lorraine copeland in 1954 followed by a kuschke and j ,1,1,56.76873695534329,Đạo văn/Trùng lặp
7379,the mark 54 is carried by the royal australian navy and the us navy in october 2010 australia ordered 200 more torpedoes ,mark 54 is carried by the royal australian navy and the us navy and in october 2010 australia ordered 200 more torpedoes ,1,1,73.24497426558048,Đạo văn/Trùng lặp
7380,from 1830 to 1832 he was a member of the parliament for dunbartonshire for grantham from 1852 to 1857 and for herefordshire from 1858 to 1865 ,graham was member of parliament mp for dunbartonshire from 1830 to 1832 for grantham from 1852 to 1857 and for herefordshire from 1858 to 1865 ,1,0,87.67656119642068,Khác nhau
7381,objectime developer or objectime or otd for short is a software automation tool designed to meet the development needs of software development teams in realtime ,objectime developer or objectime or otd for real is a software automation tool designed to meet the development needs of shorttime software development teams ,0,0,68.49997734696854,Khác nhau
7382,in 1991 an awardwinning office building designed by nonda katsalidis was named next door and built the argus centre ,an awardwinning office building of nonda katsalidis was named next door in 1991 and built the argus centre ,1,1,50.241742497244104,Đạo văn/Trùng lặp
7383,in 1922 the inniskillings moved from india to shorncliffe england and returned to iraq in 1925 ,the inniskillings moved from india to iraq in 1922 returning to shorncliffe england in 1925 ,0,0,53.28759112271651,Khác nhau
7384,the heraldic coat of arms of bavaria was designed in 1946 by eduard ege according to modern traditions ,the modern coat of arms of bavaria was designed by eduard ege in 1946 following heraldic traditions ,0,1,61.526234117800804,Đạo văn/Trùng lặp
7385,the baby turns out to be casey of course and the revelation prohibits marriage between him and michael ,the baby of course turns out to be casey and the revelation forbids the marriage between him and michael ,1,0,53.84410251057328,Khác nhau
7386,a further completion of the opera by karl aage rasmussen was recorded in 2005 and published in 2006 ,another completion of the opera by karl aage rasmussen was recorded in 2005 and published in 2006 ,1,0,55.084997593933196,Khác nhau
7387,the meads of asphodel is a medieval metal band with pronounced british black eastern punk and progressive metal influences from hertfordshire in the united kingdom ,the meads of asphodel is a british black metal band with pronounced medieval influences eastern punk and progressive metal from hertfordshire in the united kingdom ,0,0,67.66102841907906,Khác nhau
7388,the rhine fire season 1999 was the fifth season for the franchise in the nfl europe league nflel ,the nfl europe league season 1999 was the fifth season for the franchise in the rhine fire nflel ,0,0,90.6869452310965,Khác nhau
7389,drew springer jr a businessman from münster in cooke county has represented dickens county in texas house of representatives since january 2013 ,republican drew springer jr a businessman from muenster in dickens county has since january 2013 represented cooke county in the texas house of representatives ,0,1,60.29256781459106,Đạo văn/Trùng lặp
7390,171 were of german 124 finnish 105 norwegian 94 italian 64 irish and 59 swedish ancestry ,171 were german 124 finnish 105 norwegian 94 italian 64 swedish and 59 of irish extraction ,0,0,56.371979663778674,Khác nhau
7391,knavesmire primary school is located on knavesmire road at the southern end of campleshon road ,the knavesmire primary school is located on the knavesmire road at the southern end of campleshon road ,1,0,51.56772379343049,Khác nhau
7392,in 1976 western forge delivered its 100 millionth craftsman screwdriver in 2008 the company produced its billionth screwdriver ,in 1976 western forge produced its 100 millionth craftsman screwdriver in 2008 the company shipped its billionth screwdriver overall ,0,1,64.86282702335197,Đạo văn/Trùng lặp
7393,korean american euna lee and chinese american laura ling were journalists for current tv based in san francisco california ,laura ling and the chinese american euna lee were journalists for current tv based in san francisco california ,0,1,61.06772635956435,Đạo văn/Trùng lặp
7394,mannsville is a village located in the town of ellisburg in jefferson county new york ,mannsville is a village in the town of ellisburg in jefferson county new york ,1,0,55.0051827374697,Khác nhau
7395,the soviet union was officially neutral until june 1941 in europe and until august 1945 in asia when it attacked japan in cooperation with the us ,the soviet union was officially in asia until june 1941 and officially neutral in europe until august 1945 when it attacked japan in collaboration with the us ,0,0,73.12254651191297,Khác nhau
7396,st meinrad became an abbey in 1870 with martin marty as abbot and fintan mundwiler as prior ,in 1870 st meinrad became an abbey with martin marty as abbot and fintan mundwiler as before ,1,1,50.72097599151504,Đạo văn/Trùng lặp
7397,first the problem is given in the form of a matrix as written below ,first the problem is written in the form of a matrix as stated below ,0,0,57.806696138932054,Khác nhau
7398,these 11 yoga upanishads belong to vedic shaka school from the vedantic point of view ,these 11 yoga upanishads belong to the vedantic shaka school from a vedantic point of view ,1,1,71.73320833924457,Đạo văn/Trùng lặp
7399,outside of europe the frenchstyle macaron can be found in canada and the united states ,outside europe the frenchstyle macaron can be found in canada and the united states ,1,1,51.46429979560988,Đạo văn/Trùng lặp
7400,pilao is a village in myitkyina district in kachin state in the hsawlaw township of northeastern burma ,pilao is a village in myitkyina district in the kachin state of hsawlaw in northeastern burma ,1,0,53.67514975840463,Khác nhau
7401,cedarville is a hamlet located on ny 51 in the town of columbia in herkimer county new york ,columbia is a hamlet on ny 51 in the city of cedarville in herkimer county new york ,0,0,92.14765870368323,Khác nhau
7402,the spectral levels of light that can be used by plants for photosynthesis is similar to but not the same as what s measured by lumens ,the spectral light levels that can be measured by plants for photosynthesis are similar but not the same as what is used by lumens ,0,0,52.52552159344951,Khác nhau
7403,he brought the ball to his friends from the belgrade gymnastics club soko and founded the first football section in southeastern europe on 12 may ,he brought the ball to his friends from the southeast europe gymnastics society soko and founded the first football section in belgrade on 12 may ,0,0,61.493896631303194,Khác nhau
7404,the exhibition was opened by séamus hegarty bishop of derry a past student and a former patron of the school ,the exhibition was opened by séamus hegarty bishop of derry a former student and a former patron of the school ,1,1,71.68421513826182,Đạo văn/Trùng lặp
7405,lakhang is a family name that belongs to a singpho or jinghpaw tribe living sparsely in india and lahkang ga of kachin state myanmar ,lakhang is a family name that belongs to a singpho or jinghpaw tribe that lives sparsely in india and lahkang ga of the kachin state myanmar ,1,1,53.03187077860974,Đạo văn/Trùng lặp
7406,teliana santos pereira born july 20 1988 in aguas belas is a brazilian professional player ,teliana santos pereira born 20 july 1988 in águas belas is a professional brazilian tennis player ,1,1,57.01422158067076,Đạo văn/Trùng lặp
7407,born in palermo the son of the director and folk musician emma muzzi loffredo amato moved to rome where his mother lived after his graduation ,born in palermo the son of the stage director and folk musician amato after high school emma muzzi loffredo moved to rome where his mother lived ,0,1,57.524363583148066,Đạo văn/Trùng lặp
7408,brendan evans won 4 6 6 3 6 4 against florian mayer in the final ,florian mayer won in the final 4 6 6 3 6 4 against brendan evans ,0,0,98.55828632377478,Khác nhau
7409, shine the band s second album was released between two general dates and recorded 2009 , shine the band s second album was recorded between two general dates and released in 2009 ,0,1,83.61787568910334,Đạo văn/Trùng lặp
7410,walter committed suicide in 1934 and wilder herself died april 20 1938 ,in 1934 walter committed suicide and wilder died on april 20 1938 ,1,0,73.47963578760492,Khác nhau
7411,melancholic melodies are paired with raw aggression introspective acoustic moments and bluesy guitars ,melancholic melodies are being paired with bluesy aggression raw moments and introspective acoustic guitars ,0,1,68.68197603286494,Đạo văn/Trùng lặp
7412,until the ghana school of law was founded in 1958 all the lawyers in england were trained abroad almost always at the inns of court in ghana ,until the ghana school of law was founded in 1958 all lawyers in ghana have been trained abroad almost always at the inns of court in england ,0,0,69.96818938689823,Khác nhau
7413,hughes born in wales founded two separate congregations in the city preaching welsh sermons to one and english sermons to the other every sunday ,hughes born in wales founded two separate communities in the city and every sunday preaching english sermons to one and welsh sermons to the other ,1,1,63.52996499090242,Đạo văn/Trùng lặp
7414,kastner was born in a jewish family in new york city his father died when he was young and he was educated by his mother in harlem ,kastner was born in a jewish family in harlem his father died when he was young and was raised in new york city by his mother ,0,0,60.298937454750565,Khác nhau
7415,the posteriore chin shields are shorter than the anterior chin shields ,the anterior chin shields are shorter than the posterior chin shields ,0,0,54.16417690637629,Khác nhau
7416,born in brooklyn new york she was also living in new mexico and colorado before settling in baltimore in 1998 ,she was born in baltimore she lived in new mexico and colorado as well before settling in brooklyn new york in 1998 ,0,1,64.01582508128017,Đạo văn/Trùng lặp
7417,paulo musse signed in january 2009 for botafogo sp left a contract by the end of 2009 campeonato paulista ,paulo musse left for botafogo sp in january 2009 signed a contract until the end of 2009 campeonato paulista ,0,0,79.35811113426591,Khác nhau
7418,to get there take the marine drive from the lions gate bridge to the west past lighthouse park horseshoe bay and then further on to the 7100 marine drive block ,to get there take marine drive west from the lions gate bridge past lighthouse park to horseshoe bay and then continue on to 7100 block marine drive ,1,0,62.783721705561256,Khác nhau
7419,marcia appeared on cancelled i love money 3 where lacey was the first to be eliminated and marcia and lacey came in sixth ,marcia appeared in cancelled i love money 3 where lacey was first eliminated and marcia and lacey came to sixth place ,1,1,53.97509908095351,Đạo văn/Trùng lặp
7420,the saarc secretariat was established in kathmandu on 16 january 1987 and was inaugurated by late king birendra bir bikram shah of nepal ,the saarc secretariat was founded on january 16 1987 in kathmandu and inaugurated by the late king birendra bir bikram shah of nepal ,1,0,63.497596711833836,Khác nhau
7421,born 1841 in lawrence county arkansas gardenhire moved with his family to marion county tennessee when he was 10 years old ,born in 1841 in marion county tennessee gardenhire and his family moved to lawrence county arkansas when he was 10 years old ,0,1,50.50212366295457,Đạo văn/Trùng lặp
7422,it featured philip nolan as robert ryan beau bridges as frederick ingham peter strauss as arthur danforth and cliff robertson as lt cmdr ,there were cliff robertson as philip nolan beau bridges as frederick ingham peter strauss as arthur danforth robert ryan as lt cmdr ,0,0,60.82851404462385,Khác nhau
7423,ellisburg is a village located in the town of mannsville in jefferson county new york ,mannsville is a village in the town of ellisburg in jefferson county new york ,0,0,93.72912329103607,Khác nhau
7424,the kerberos saga manga sidestories were published in monthly comic ryu vol1 unveiled in september 2006 ,the kerberos saga manga sidestories were issued in monthly comic ryu vol1 unveiled in september 2006 ,1,0,67.314612664904,Khác nhau
7425,in addition to artificial insemination by rams natural insemination and embryo transfers in sheep farming programs have been used in australia and new zealand for many years ,in addition to natural insemination by rams australia and new zealand have been using artificial insemination and embryo transfers in sheep breeding programmes for many years ,0,0,75.06034189890423,Khác nhau
7426,it is situated south of the köroğlu mountains and north of bolu ,it is situated south of köroğlu mountains and to the north of bolu ,1,1,66.48272242927527,Đạo văn/Trùng lặp
7427,it is the workplace of hurricane and lexi who live here and work here together with merlin theo and frankie ,it is the workplace of hurricane and lexi who live and work here along with merlin theo and frankie ,1,1,73.96115733473593,Đạo văn/Trùng lặp
7428,during the second turkish war 178792 repnin was after alexander suvorov the most successful of the russian commanders ,during the russian war 178792 repnin was the most successful of turkey s second turkish commanders after alexander suvorov ,0,0,91.85846247757169,Khác nhau
7429,he was born in baltimore maryland and died at the age of 69 at hagerstown maryland ,born in hagerstown maryland he died at the age of 69 in baltimore maryland ,0,0,70.9231746150263,Khác nhau
7430,watchorn died on 3 april 1882 and fisher won the resulting may 1882 byelection comfortably ,watchorn died on april 3 1882 and fisher comfortably won the resulting may 1882 applause ,0,0,61.21905346241139,Khác nhau
7431,at the end of the season steve cotterill left the club and was replaced by craig short ,craig short left the club at the end of the season and was replaced by steve cotterill ,0,0,95.15821927665587,Khác nhau
7432,on july 30 2012 it was announced that juninho paulista would have a test with middlesbrough fc after being recommended by club legende corrêa to manager tony mowbray ,on 30 july 2012 it was announced corrêa would have a trial with middlesbrough fc after being recommended to manager tony mowbray by club legend juninho paulista ,0,0,98.40453915106873,Khác nhau
7433,the party banner of a swastika was designed by hitler in a red circle on a white background ,hitler designed the party s banner of a swastika in a white circle on a red background ,0,0,74.57695767807675,Khác nhau
7434,shrewsbury township is located in the 11th congressional district and is part of new jersey s 4th state legislative district ,shrewsbury township is located on the 4th congressional district and is part of the 11th state legislative district in new jersey ,0,0,66.52972539672352,Khác nhau
7435,in 2005 the publication retro gamer credited the elite team in volume 2issue 1 as richard benton matthew hyden and steve wilcox ,in 2005 the release retro gamer the elite team in volume 2issue 1 as richard benton matthew hyden and steve wilcox credited ,1,1,64.80906310957323,Đạo văn/Trùng lặp
7436,they consist of nearly 30 expatriates some members of the us communist party while others are english writers or leftwing teachers ,they consist of nearly 30 expatriates some members of the us communist party while others are leftwing writers or english teachers ,0,0,51.860454910240826,Khác nhau
7437,kweku baako jnr had four children one of them baako is a journalist and editor of the new crusading guide newspaper ,baako had four children one of whom was kweku baako jnr a journalist and editor of the newspaper new crusading guide ,0,1,53.60997692220757,Đạo văn/Trùng lặp
7438,she was written by static major and timothy mosley and produced by timbaland ,she was written by timbaland and produced by static major and timothy mosley ,0,0,78.71989035108633,Khác nhau
7439,the tour reached bangkok on 12 july 2008 in thailand and on 22 november 2008 in shanghai ,the tour reached bangkok thailand on july 12 2008 and shanghai on november 22 2008 ,1,0,57.6493071338741,Khác nhau
7440,the marañón river formerly known as sumatara is a large tributary of the pastaza river in the northwestern amazon south american basin ,the marañón river formerly known as the sumatara is a large tributary to the pastaza river in the northwestern amazon basin of south america ,1,1,55.97547139637623,Đạo văn/Trùng lặp
7441,after winning the super league in 2001 the knights traveled to england to play the world club challenge 2002 against nrl premiership champions the bradford bulls ,having won the 2001 super league the knights traveled to england to play the 2002 world club challenge against nrl premiership champions the bradford bulls ,1,1,74.40803534622424,Đạo văn/Trùng lặp
7442,the first settlers to came to what is now known as plymouth michigan were keziah benjamin and william starkweather ,the first settlers to come to what is now known as plymouth michigan were william starkweather benjamin and keziah ,0,0,59.64294113352948,Khác nhau
7443,the military ranks of tajikistan are the military insignia used by the military in tajikistan ,the military ranks of tajikistan are the military insignia used by the military of tajikistan ,1,1,82.09904232184947,Đạo văn/Trùng lặp
7444,he was a son of george bentley and emma jane dennis ,he was the son of emma jane dennis and of george bentley ,1,1,64.51504208756467,Đạo văn/Trùng lặp
7445,he was born in bergen and represented was a brother of nils opdahl and died bergens tf ,he was born and represented in bergen was a brother of nils opdahl and died bergens tf ,1,1,64.79941876480491,Đạo văn/Trùng lặp
